Topic,Subcategory,Date,Inquiries
Dining,Local Cuisine,1/3/2024,9411
Dining,Local Cuisine,2/3/2024,12377
Dining,Local Cuisine,3/3/2024,8343
Dining,Local Cuisine,4/3/2024,610
Dining,Local Cuisine,5/3/2024,5319
Dining,Local Cuisine,6/3/2024,9205
Dining,Local Cuisine,7/3/2024,2026
Dining,Local Cuisine,8/3/2024,2759
Dining,Local Cuisine,9/3/2024,12256
Dining,Local Cuisine,10/3/2024,3824
Dining,Local Cuisine,11/3/2024,9207
Dining,Local Cuisine,12/3/2024,9719
Dining,Local Cuisine,13/3/2024,8884
Dining,Local Cuisine,14/3/2024,7008
Dining,Local Cuisine,15/3/2024,1541
Dining,Local Cuisine,16/3/2024,6656
Dining,Local Cuisine,17/3/2024,9503
Dining,Local Cuisine,18/3/2024,4410
Dining,Local Cuisine,19/3/2024,5856
Dining,Local Cuisine,20/3/2024,4590
Dining,Local Cuisine,21/3/2024,8560
Dining,Local Cuisine,22/3/2024,437
Dining,Local Cuisine,23/3/2024,9011
Dining,Local Cuisine,24/3/2024,5256
Dining,Local Cuisine,25/3/2024,7971
Dining,Local Cuisine,26/3/2024,8448
Dining,Local Cuisine,27/3/2024,6796
Dining,Local Cuisine,28/3/2024,8468
Dining,Local Cuisine,29/3/2024,1693
Dining,Local Cuisine,30/3/2024,7057
Dining,Fine Dining,1/1/2024,4528
Dining,Fine Dining,2/1/2024,8984
Dining,Fine Dining,3/1/2024,4286
Dining,Fine Dining,4/1/2024,4712
Dining,Fine Dining,5/1/2024,3440
Dining,Fine Dining,6/1/2024,11548
Dining,Fine Dining,7/1/2024,2746
Dining,Fine Dining,8/1/2024,4454
Dining,Fine Dining,9/1/2024,9356
Dining,Fine Dining,10/1/2024,8022
Dining,Fine Dining,11/1/2024,3298
Dining,Fine Dining,12/1/2024,6055
Dining,Fine Dining,13/1/2024,1869
Dining,Fine Dining,14/1/2024,5825
Dining,Fine Dining,15/1/2024,4209
Dining,Fine Dining,16/1/2024,2102
Dining,Fine Dining,17/1/2024,8051
Dining,Fine Dining,18/1/2024,6598
Dining,Fine Dining,19/1/2024,181
Dining,Fine Dining,20/1/2024,2525
Dining,Fine Dining,21/1/2024,7976
Dining,Fine Dining,22/1/2024,4029
Dining,Fine Dining,23/1/2024,4928
Dining,Fine Dining,24/1/2024,4431
Dining,Fine Dining,25/1/2024,4919
Dining,Fine Dining,26/1/2024,1616
Dining,Fine Dining,27/1/2024,975
Dining,Fine Dining,28/1/2024,4306
Dining,Fine Dining,29/1/2024,9222
Dining,Fine Dining,30/1/2024,9439
Dining,Fine Dining,31/1/2024,9260
Dining,Fine Dining,1/2/2024,357
Dining,Fine Dining,2/2/2024,8842
Dining,Fine Dining,3/2/2024,11139
Dining,Fine Dining,4/2/2024,4455
Dining,Fine Dining,5/2/2024,5962
Dining,Fine Dining,6/2/2024,2110
Dining,Fine Dining,7/2/2024,3447
Dining,Fine Dining,8/2/2024,8041
Dining,Fine Dining,9/2/2024,7207
Dining,Fine Dining,10/2/2024,9437
Dining,Fine Dining,11/2/2024,2491
Dining,Fine Dining,12/2/2024,580
Dining,Fine Dining,13/2/2024,8784
Dining,Fine Dining,14/2/2024,2506
Dining,Fine Dining,15/2/2024,3877
Dining,Fine Dining,16/2/2024,3438
Dining,Fine Dining,17/2/2024,505
Dining,Fine Dining,18/2/2024,9164
Dining,Fine Dining,19/2/2024,2324
Dining,Fine Dining,20/2/2024,3026
Dining,Fine Dining,21/2/2024,9293
Dining,Fine Dining,22/2/2024,6241
Dining,Fine Dining,23/2/2024,7011
Dining,Fine Dining,24/2/2024,11015
Dining,Fine Dining,25/2/2024,2749
Dining,Fine Dining,26/2/2024,7110
Dining,Fine Dining,27/2/2024,2617
Dining,Fine Dining,28/2/2024,1928
Dining,Fine Dining,29/2/2024,8714
Dining,Fine Dining,1/3/2024,242
Dining,Fine Dining,2/3/2024,2891
Dining,Fine Dining,3/3/2024,13711
Dining,Fine Dining,4/3/2024,1226
Dining,Fine Dining,5/3/2024,3096
Dining,Fine Dining,6/3/2024,7597
Dining,Fine Dining,7/3/2024,2219
Dining,Fine Dining,8/3/2024,203
Dining,Fine Dining,9/3/2024,9804
Dining,Fine Dining,10/3/2024,5162
Dining,Fine Dining,11/3/2024,1035
Dining,Fine Dining,12/3/2024,3407
Dining,Fine Dining,13/3/2024,5543
Dining,Fine Dining,14/3/2024,6764
Dining,Fine Dining,15/3/2024,1082
Dining,Fine Dining,16/3/2024,3806
Dining,Fine Dining,17/3/2024,12384
Dining,Fine Dining,18/3/2024,6016
Dining,Fine Dining,19/3/2024,2212
Dining,Fine Dining,20/3/2024,9053
Dining,Fine Dining,21/3/2024,8901
Dining,Fine Dining,22/3/2024,6032
Dining,Fine Dining,23/3/2024,13749
Dining,Fine Dining,24/3/2024,12690
Dining,Fine Dining,25/3/2024,6599
Dining,Fine Dining,26/3/2024,3719
Dining,Fine Dining,27/3/2024,7655
Dining,Fine Dining,28/3/2024,349
Dining,Fine Dining,29/3/2024,2514
Dining,Fine Dining,30/3/2024,2448
Dining,International Cuisine,1/1/2024,8660
Dining,International Cuisine,2/1/2024,5417
Dining,International Cuisine,3/1/2024,7119
Dining,International Cuisine,4/1/2024,6744
Dining,International Cuisine,5/1/2024,4599
Dining,International Cuisine,6/1/2024,3718
Dining,International Cuisine,7/1/2024,12423
Dining,International Cuisine,8/1/2024,3301
Dining,International Cuisine,9/1/2024,1139
Dining,International Cuisine,10/1/2024,1649
Dining,International Cuisine,11/1/2024,6960
Dining,International Cuisine,12/1/2024,4956
Dining,International Cuisine,13/1/2024,516
Dining,International Cuisine,14/1/2024,7087
Dining,International Cuisine,15/1/2024,2805
Dining,International Cuisine,16/1/2024,9530
Dining,International Cuisine,17/1/2024,5191
Dining,International Cuisine,18/1/2024,614
Dining,International Cuisine,19/1/2024,1384
Dining,International Cuisine,20/1/2024,8363
Dining,International Cuisine,21/1/2024,11663
Dining,International Cuisine,22/1/2024,3032
Dining,International Cuisine,23/1/2024,547
Dining,International Cuisine,24/1/2024,6048
Dining,International Cuisine,25/1/2024,2791
Dining,International Cuisine,26/1/2024,2921
Dining,International Cuisine,27/1/2024,5260
Dining,International Cuisine,28/1/2024,3864
Dining,International Cuisine,29/1/2024,2435
Dining,International Cuisine,30/1/2024,9402
Dining,International Cuisine,31/1/2024,8614
Dining,International Cuisine,1/2/2024,278
Dining,International Cuisine,2/2/2024,357
Dining,International Cuisine,3/2/2024,1234
Dining,International Cuisine,4/2/2024,999
Dining,International Cuisine,5/2/2024,1500
Dining,International Cuisine,6/2/2024,8442
Dining,International Cuisine,7/2/2024,6857
Dining,International Cuisine,8/2/2024,6834
Dining,International Cuisine,9/2/2024,9356
Dining,International Cuisine,10/2/2024,2485
Dining,International Cuisine,11/2/2024,11911
Dining,International Cuisine,12/2/2024,9153
Dining,International Cuisine,13/2/2024,6347
Dining,International Cuisine,14/2/2024,6296
Dining,International Cuisine,15/2/2024,7302
Dining,International Cuisine,16/2/2024,1025
Dining,International Cuisine,17/2/2024,7910
Dining,International Cuisine,18/2/2024,8561
Dining,International Cuisine,19/2/2024,1945
Dining,International Cuisine,20/2/2024,9016
Dining,International Cuisine,21/2/2024,4819
Dining,International Cuisine,22/2/2024,7077
Dining,International Cuisine,23/2/2024,1774
Dining,International Cuisine,24/2/2024,10462
Dining,International Cuisine,25/2/2024,721
Dining,International Cuisine,26/2/2024,3759
Dining,International Cuisine,27/2/2024,7824
Dining,International Cuisine,28/2/2024,8482
Dining,International Cuisine,29/2/2024,5211
Dining,International Cuisine,1/3/2024,6860
Dining,International Cuisine,2/3/2024,7129
Dining,International Cuisine,3/3/2024,3918
Dining,International Cuisine,4/3/2024,2981
Dining,International Cuisine,5/3/2024,1733
Dining,International Cuisine,6/3/2024,2840
Dining,International Cuisine,7/3/2024,9376
Dining,International Cuisine,8/3/2024,2328
Dining,International Cuisine,9/3/2024,7986
Dining,International Cuisine,10/3/2024,9435
Dining,International Cuisine,11/3/2024,3439
Dining,International Cuisine,12/3/2024,5920
Dining,International Cuisine,13/3/2024,7523
Dining,International Cuisine,14/3/2024,2172
Dining,International Cuisine,15/3/2024,6898
Dining,International Cuisine,16/3/2024,206
Dining,International Cuisine,17/3/2024,11806
Dining,International Cuisine,18/3/2024,3046
Dining,International Cuisine,19/3/2024,5717
Dining,International Cuisine,20/3/2024,1046
Dining,International Cuisine,21/3/2024,4122
Dining,International Cuisine,22/3/2024,8011
Dining,International Cuisine,23/3/2024,7008
Dining,International Cuisine,24/3/2024,8507
Dining,International Cuisine,25/3/2024,7239
Dining,International Cuisine,26/3/2024,4154
Dining,International Cuisine,27/3/2024,7116
Dining,International Cuisine,28/3/2024,3600
Dining,International Cuisine,29/3/2024,1538
Dining,International Cuisine,30/3/2024,2653
Dining,Street Food,1/1/2024,2113
Dining,Street Food,2/1/2024,1470
Dining,Street Food,3/1/2024,3936
Dining,Street Food,4/1/2024,9649
Dining,Street Food,5/1/2024,3688
Dining,Street Food,6/1/2024,8174
Dining,Street Food,7/1/2024,4356
Dining,Street Food,8/1/2024,2906
Dining,Street Food,9/1/2024,1775
Dining,Street Food,10/1/2024,9948
Dining,Street Food,11/1/2024,1346
Dining,Street Food,12/1/2024,9040
Dining,Street Food,13/1/2024,4952
Dining,Street Food,14/1/2024,5642
Dining,Street Food,15/1/2024,442
Dining,Street Food,16/1/2024,4356
Dining,Street Food,17/1/2024,8009
Dining,Street Food,18/1/2024,3231
Dining,Street Food,19/1/2024,7650
Dining,Street Food,20/1/2024,935
Dining,Street Food,21/1/2024,13853
Dining,Street Food,22/1/2024,9519
Dining,Street Food,23/1/2024,8986
Dining,Street Food,24/1/2024,4377
Dining,Street Food,25/1/2024,3432
Dining,Street Food,26/1/2024,7005
Dining,Street Food,27/1/2024,2369
Dining,Street Food,28/1/2024,10606
Dining,Street Food,29/1/2024,846
Dining,Street Food,30/1/2024,9421
Dining,Street Food,31/1/2024,8523
Dining,Street Food,1/2/2024,4003
Dining,Street Food,2/2/2024,4732
Dining,Street Food,3/2/2024,6352
Dining,Street Food,4/2/2024,8825
Dining,Street Food,5/2/2024,7446
Dining,Street Food,6/2/2024,9991
Dining,Street Food,7/2/2024,2441
Dining,Street Food,8/2/2024,146
Dining,Street Food,9/2/2024,5057
Dining,Street Food,10/2/2024,7181
Dining,Street Food,11/2/2024,2931
Dining,Street Food,12/2/2024,5766
Dining,Street Food,13/2/2024,3001
Dining,Street Food,14/2/2024,3944
Dining,Street Food,15/2/2024,3085
Dining,Street Food,16/2/2024,8715
Dining,Street Food,17/2/2024,4183
Dining,Street Food,18/2/2024,2157
Dining,Street Food,19/2/2024,424
Dining,Street Food,20/2/2024,4520
Dining,Street Food,21/2/2024,8789
Dining,Street Food,22/2/2024,7893
Dining,Street Food,23/2/2024,1545
Dining,Street Food,24/2/2024,3549
Dining,Street Food,25/2/2024,4353
Dining,Street Food,26/2/2024,1737
Dining,Street Food,27/2/2024,6409
Dining,Street Food,28/2/2024,841
Dining,Street Food,29/2/2024,3353
Dining,Street Food,1/3/2024,4561
Dining,Street Food,2/3/2024,6768
Dining,Street Food,3/3/2024,5518
Dining,Street Food,4/3/2024,2913
Dining,Street Food,5/3/2024,9704
Dining,Street Food,6/3/2024,5941
Dining,Street Food,7/3/2024,5964
Dining,Street Food,8/3/2024,5119
Dining,Street Food,9/3/2024,523
Dining,Street Food,10/3/2024,1886
Dining,Street Food,11/3/2024,7018
Dining,Street Food,12/3/2024,7113
Dining,Street Food,13/3/2024,5925
Dining,Street Food,14/3/2024,5140
Dining,Street Food,15/3/2024,4605
Dining,Street Food,16/3/2024,3117
Dining,Street Food,17/3/2024,5579
Dining,Street Food,18/3/2024,739
Dining,Street Food,19/3/2024,6164
Dining,Street Food,20/3/2024,8285
Dining,Street Food,21/3/2024,4288
Dining,Street Food,22/3/2024,5093
Dining,Street Food,23/3/2024,3978
Dining,Street Food,24/3/2024,12199
Dining,Street Food,25/3/2024,144
Dining,Street Food,26/3/2024,5794
Dining,Street Food,27/3/2024,2695
Dining,Street Food,28/3/2024,888
Dining,Street Food,29/3/2024,7477
Dining,Street Food,30/3/2024,14160
Dining,Local Cuisine,1/1/2024,9051
Dining,Local Cuisine,2/1/2024,3428
Dining,Local Cuisine,3/1/2024,6681
Dining,Local Cuisine,4/1/2024,2356
Dining,Local Cuisine,5/1/2024,245
Dining,Local Cuisine,6/1/2024,6475
Dining,Local Cuisine,7/1/2024,181
Dining,Local Cuisine,8/1/2024,2230
Dining,Local Cuisine,9/1/2024,3464
Dining,Local Cuisine,10/1/2024,3899
Dining,Local Cuisine,11/1/2024,2040
Dining,Local Cuisine,12/1/2024,4689
Dining,Local Cuisine,13/1/2024,3374
Dining,Local Cuisine,14/1/2024,5027
Dining,Local Cuisine,15/1/2024,4745
Dining,Local Cuisine,16/1/2024,9268
Dining,Local Cuisine,17/1/2024,935
Dining,Local Cuisine,18/1/2024,1930
Dining,Local Cuisine,19/1/2024,6219
Dining,Local Cuisine,20/1/2024,2553
Dining,Local Cuisine,21/1/2024,10488
Dining,Local Cuisine,22/1/2024,3493
Dining,Local Cuisine,23/1/2024,7879
Dining,Local Cuisine,24/1/2024,4834
Dining,Local Cuisine,25/1/2024,8385
Dining,Local Cuisine,26/1/2024,9886
Dining,Local Cuisine,27/1/2024,1954
Dining,Local Cuisine,28/1/2024,11426
Dining,Local Cuisine,29/1/2024,4800
Dining,Local Cuisine,30/1/2024,3613
Dining,Local Cuisine,31/1/2024,3561
Dining,Local Cuisine,1/2/2024,3801
Dining,Local Cuisine,2/2/2024,6547
Dining,Local Cuisine,3/2/2024,2906
Dining,Local Cuisine,4/2/2024,10405
Dining,Local Cuisine,5/2/2024,9526
Dining,Local Cuisine,6/2/2024,2601
Dining,Local Cuisine,7/2/2024,1680
Dining,Local Cuisine,8/2/2024,8049
Dining,Local Cuisine,9/2/2024,2436
Dining,Local Cuisine,10/2/2024,6665
Dining,Local Cuisine,11/2/2024,4905
Dining,Local Cuisine,12/2/2024,8607
Dining,Local Cuisine,13/2/2024,8971
Dining,Local Cuisine,14/2/2024,5974
Dining,Local Cuisine,15/2/2024,9823
Dining,Local Cuisine,16/2/2024,8445
Dining,Local Cuisine,17/2/2024,9003
Dining,Local Cuisine,18/2/2024,1663
Dining,Local Cuisine,19/2/2024,8256
Dining,Local Cuisine,20/2/2024,4416
Dining,Local Cuisine,21/2/2024,3992
Dining,Local Cuisine,22/2/2024,8450
Dining,Local Cuisine,23/2/2024,2577
Dining,Local Cuisine,24/2/2024,1150
Dining,Local Cuisine,25/2/2024,2281
Dining,Local Cuisine,26/2/2024,4909
Dining,Local Cuisine,27/2/2024,3801
Dining,Local Cuisine,28/2/2024,4562
Dining,Local Cuisine,29/2/2024,6069
Dining,Local Cuisine,1/3/2024,6618
Dining,Local Cuisine,2/3/2024,11840
Dining,Local Cuisine,3/3/2024,11333
Dining,Local Cuisine,4/3/2024,4700
Dining,Local Cuisine,5/3/2024,4634
Dining,Local Cuisine,6/3/2024,7424
Dining,Local Cuisine,7/3/2024,856
Dining,Local Cuisine,8/3/2024,6584
Dining,Local Cuisine,9/3/2024,1634
Dining,Local Cuisine,10/3/2024,13858
Dining,Local Cuisine,11/3/2024,9325
Dining,Local Cuisine,12/3/2024,3327
Dining,Local Cuisine,13/3/2024,8462
Dining,Local Cuisine,14/3/2024,1186
Dining,Local Cuisine,15/3/2024,1763
Dining,Local Cuisine,16/3/2024,49
Dining,Local Cuisine,17/3/2024,3492
Dining,Local Cuisine,18/3/2024,8495
Dining,Local Cuisine,19/3/2024,4919
Dining,Local Cuisine,20/3/2024,8841
Dining,Local Cuisine,21/3/2024,9722
Dining,Local Cuisine,22/3/2024,2846
Dining,Local Cuisine,23/3/2024,6218
Dining,Local Cuisine,24/3/2024,12487
Dining,Local Cuisine,25/3/2024,8194
Dining,Local Cuisine,26/3/2024,4002
Dining,Local Cuisine,27/3/2024,1137
Dining,Local Cuisine,28/3/2024,7035
Dining,Local Cuisine,29/3/2024,3859
Dining,Local Cuisine,30/3/2024,10330
Shopping,Luxury Goods,1/1/2024,6072
Shopping,Luxury Goods,2/1/2024,3701
Shopping,Luxury Goods,3/1/2024,4402
Shopping,Luxury Goods,4/1/2024,6604
Shopping,Luxury Goods,5/1/2024,2703
Shopping,Luxury Goods,6/1/2024,6514
Shopping,Luxury Goods,7/1/2024,3634
Shopping,Luxury Goods,8/1/2024,219
Shopping,Luxury Goods,9/1/2024,2169
Shopping,Luxury Goods,10/1/2024,3041
Shopping,Luxury Goods,11/1/2024,551
Shopping,Luxury Goods,12/1/2024,6099
Shopping,Luxury Goods,13/1/2024,8666
Shopping,Luxury Goods,14/1/2024,2265
Shopping,Luxury Goods,15/1/2024,3255
Shopping,Luxury Goods,16/1/2024,4849
Shopping,Luxury Goods,17/1/2024,9605
Shopping,Luxury Goods,18/1/2024,1895
Shopping,Luxury Goods,19/1/2024,7166
Shopping,Luxury Goods,20/1/2024,10506
Shopping,Luxury Goods,21/1/2024,423
Shopping,Luxury Goods,22/1/2024,5018
Shopping,Luxury Goods,23/1/2024,72
Shopping,Luxury Goods,24/1/2024,2637
Shopping,Luxury Goods,25/1/2024,3737
Shopping,Luxury Goods,26/1/2024,9738
Shopping,Luxury Goods,27/1/2024,2661
Shopping,Luxury Goods,28/1/2024,2796
Shopping,Luxury Goods,29/1/2024,9039
Shopping,Luxury Goods,30/1/2024,7436
Shopping,Luxury Goods,31/1/2024,3408
Shopping,Luxury Goods,1/2/2024,7318
Shopping,Luxury Goods,2/2/2024,3206
Shopping,Luxury Goods,3/2/2024,406
Shopping,Luxury Goods,4/2/2024,14103
Shopping,Luxury Goods,5/2/2024,1576
Shopping,Luxury Goods,6/2/2024,8426
Shopping,Luxury Goods,7/2/2024,3312
Shopping,Luxury Goods,8/2/2024,8445
Shopping,Luxury Goods,9/2/2024,5731
Shopping,Luxury Goods,10/2/2024,10738
Shopping,Luxury Goods,11/2/2024,3301
Shopping,Luxury Goods,12/2/2024,5550
Shopping,Luxury Goods,13/2/2024,1819
Shopping,Luxury Goods,14/2/2024,5991
Shopping,Luxury Goods,15/2/2024,4073
Shopping,Luxury Goods,16/2/2024,3207
Shopping,Luxury Goods,17/2/2024,9080
Shopping,Luxury Goods,18/2/2024,12641
Shopping,Luxury Goods,19/2/2024,5154
Shopping,Luxury Goods,20/2/2024,8531
Shopping,Luxury Goods,21/2/2024,8269
Shopping,Luxury Goods,22/2/2024,4106
Shopping,Luxury Goods,23/2/2024,2829
Shopping,Luxury Goods,24/2/2024,932
Shopping,Luxury Goods,25/2/2024,7118
Shopping,Luxury Goods,26/2/2024,8803
Shopping,Luxury Goods,27/2/2024,8276
Shopping,Luxury Goods,28/2/2024,4426
Shopping,Luxury Goods,29/2/2024,6946
Shopping,Luxury Goods,1/3/2024,6859
Shopping,Luxury Goods,2/3/2024,2610
Shopping,Luxury Goods,3/3/2024,13252
Shopping,Luxury Goods,4/3/2024,8566
Shopping,Luxury Goods,5/3/2024,8899
Shopping,Luxury Goods,6/3/2024,9846
Shopping,Luxury Goods,7/3/2024,5378
Shopping,Luxury Goods,8/3/2024,3817
Shopping,Luxury Goods,9/3/2024,1505
Shopping,Luxury Goods,10/3/2024,7812
Shopping,Luxury Goods,11/3/2024,4919
Shopping,Luxury Goods,12/3/2024,5134
Shopping,Luxury Goods,13/3/2024,1470
Shopping,Luxury Goods,14/3/2024,3342
Shopping,Luxury Goods,15/3/2024,225
Shopping,Luxury Goods,16/3/2024,10688
Shopping,Luxury Goods,17/3/2024,1074
Shopping,Luxury Goods,18/3/2024,9588
Shopping,Luxury Goods,19/3/2024,5742
Shopping,Luxury Goods,20/3/2024,4807
Shopping,Luxury Goods,21/3/2024,4957
Shopping,Luxury Goods,22/3/2024,9552
Shopping,Luxury Goods,23/3/2024,11426
Shopping,Luxury Goods,24/3/2024,5881
Shopping,Luxury Goods,25/3/2024,2909
Shopping,Luxury Goods,26/3/2024,2599
Shopping,Luxury Goods,27/3/2024,3786
Shopping,Luxury Goods,28/3/2024,814
Shopping,Luxury Goods,29/3/2024,4852
Shopping,Luxury Goods,30/3/2024,8782
Shopping,Local Products,1/1/2024,2524
Shopping,Local Products,2/1/2024,5486
Shopping,Local Products,3/1/2024,6456
Shopping,Local Products,4/1/2024,3813
Shopping,Local Products,5/1/2024,1123
Shopping,Local Products,6/1/2024,9847
Shopping,Local Products,7/1/2024,5025
Shopping,Local Products,8/1/2024,2124
Shopping,Local Products,9/1/2024,4584
Shopping,Local Products,10/1/2024,2754
Shopping,Local Products,11/1/2024,4789
Shopping,Local Products,12/1/2024,2582
Shopping,Local Products,13/1/2024,2903
Shopping,Local Products,14/1/2024,3311
Shopping,Local Products,15/1/2024,4284
Shopping,Local Products,16/1/2024,4936
Shopping,Local Products,17/1/2024,9362
Shopping,Local Products,18/1/2024,4093
Shopping,Local Products,19/1/2024,9552
Shopping,Local Products,20/1/2024,10314
Shopping,Local Products,21/1/2024,14036
Shopping,Local Products,22/1/2024,268
Shopping,Local Products,23/1/2024,3201
Shopping,Local Products,24/1/2024,8986
Shopping,Local Products,25/1/2024,9707
Shopping,Local Products,26/1/2024,112
Shopping,Local Products,27/1/2024,3862
Shopping,Local Products,28/1/2024,3130
Shopping,Local Products,29/1/2024,8534
Shopping,Local Products,30/1/2024,9579
Shopping,Local Products,31/1/2024,3185
Shopping,Local Products,1/2/2024,879
Shopping,Local Products,2/2/2024,6345
Shopping,Local Products,3/2/2024,11906
Shopping,Local Products,4/2/2024,11146
Shopping,Local Products,5/2/2024,8888
Shopping,Local Products,6/2/2024,5280
Shopping,Local Products,7/2/2024,2854
Shopping,Local Products,8/2/2024,3889
Shopping,Local Products,9/2/2024,9171
Shopping,Local Products,10/2/2024,3635
Shopping,Local Products,11/2/2024,2284
Shopping,Local Products,12/2/2024,4603
Shopping,Local Products,13/2/2024,4533
Shopping,Local Products,14/2/2024,9493
Shopping,Local Products,15/2/2024,6581
Shopping,Local Products,16/2/2024,6702
Shopping,Local Products,17/2/2024,627
Shopping,Local Products,18/2/2024,3379
Shopping,Local Products,19/2/2024,2726
Shopping,Local Products,20/2/2024,8617
Shopping,Local Products,21/2/2024,6257
Shopping,Local Products,22/2/2024,9393
Shopping,Local Products,23/2/2024,4627
Shopping,Local Products,24/2/2024,3856
Shopping,Local Products,25/2/2024,5487
Shopping,Local Products,26/2/2024,8345
Shopping,Local Products,27/2/2024,4847
Shopping,Local Products,28/2/2024,3011
Shopping,Local Products,29/2/2024,3356
Shopping,Local Products,1/3/2024,9789
Shopping,Local Products,2/3/2024,8324
Shopping,Local Products,3/3/2024,1047
Shopping,Local Products,4/3/2024,1962
Shopping,Local Products,5/3/2024,622
Shopping,Local Products,6/3/2024,964
Shopping,Local Products,7/3/2024,542
Shopping,Local Products,8/3/2024,3085
Shopping,Local Products,9/3/2024,7463
Shopping,Local Products,10/3/2024,3805
Shopping,Local Products,11/3/2024,105
Shopping,Local Products,12/3/2024,187
Shopping,Local Products,13/3/2024,6314
Shopping,Local Products,14/3/2024,9558
Shopping,Local Products,15/3/2024,2419
Shopping,Local Products,16/3/2024,1991
Shopping,Local Products,17/3/2024,949
Shopping,Local Products,18/3/2024,3749
Shopping,Local Products,19/3/2024,2433
Shopping,Local Products,20/3/2024,5358
Shopping,Local Products,21/3/2024,9849
Shopping,Local Products,22/3/2024,6932
Shopping,Local Products,23/3/2024,5313
Shopping,Local Products,24/3/2024,9929
Shopping,Local Products,25/3/2024,7834
Shopping,Local Products,26/3/2024,2256
Shopping,Local Products,27/3/2024,7487
Shopping,Local Products,28/3/2024,4154
Shopping,Local Products,29/3/2024,8840
Shopping,Local Products,30/3/2024,817
Shopping,Fashion,1/1/2024,6529
Shopping,Fashion,2/1/2024,607
Shopping,Fashion,3/1/2024,979
Shopping,Fashion,4/1/2024,5038
Shopping,Fashion,5/1/2024,9346
Shopping,Fashion,6/1/2024,3775
Shopping,Fashion,7/1/2024,11347
Shopping,Fashion,8/1/2024,6308
Shopping,Fashion,9/1/2024,4633
Shopping,Fashion,10/1/2024,5390
Shopping,Fashion,11/1/2024,501
Shopping,Fashion,12/1/2024,2777
Shopping,Fashion,13/1/2024,324
Shopping,Fashion,14/1/2024,9761
Shopping,Fashion,15/1/2024,7297
Shopping,Fashion,16/1/2024,3586
Shopping,Fashion,17/1/2024,1364
Shopping,Fashion,18/1/2024,6094
Shopping,Fashion,19/1/2024,4693
Shopping,Fashion,20/1/2024,10710
Shopping,Fashion,21/1/2024,2258
Shopping,Fashion,22/1/2024,4853
Shopping,Fashion,23/1/2024,8752
Shopping,Fashion,24/1/2024,961
Shopping,Fashion,25/1/2024,6649
Shopping,Fashion,26/1/2024,4439
Shopping,Fashion,27/1/2024,2402
Shopping,Fashion,28/1/2024,3057
Shopping,Fashion,29/1/2024,8284
Shopping,Fashion,30/1/2024,8061
Shopping,Fashion,31/1/2024,2932
Shopping,Fashion,1/2/2024,1514
Shopping,Fashion,2/2/2024,7410
Shopping,Fashion,3/2/2024,12472
Shopping,Fashion,4/2/2024,1936
Shopping,Fashion,5/2/2024,9174
Shopping,Fashion,6/2/2024,7304
Shopping,Fashion,7/2/2024,5251
Shopping,Fashion,8/2/2024,5274
Shopping,Fashion,9/2/2024,5742
Shopping,Fashion,10/2/2024,6944
Shopping,Fashion,11/2/2024,13642
Shopping,Fashion,12/2/2024,1418
Shopping,Fashion,13/2/2024,1364
Shopping,Fashion,14/2/2024,4613
Shopping,Fashion,15/2/2024,9886
Shopping,Fashion,16/2/2024,5097
Shopping,Fashion,17/2/2024,1046
Shopping,Fashion,18/2/2024,11720
Shopping,Fashion,19/2/2024,9882
Shopping,Fashion,20/2/2024,3164
Shopping,Fashion,21/2/2024,1454
Shopping,Fashion,22/2/2024,5624
Shopping,Fashion,23/2/2024,580
Shopping,Fashion,24/2/2024,11370
Shopping,Fashion,25/2/2024,4318
Shopping,Fashion,26/2/2024,3315
Shopping,Fashion,27/2/2024,8868
Shopping,Fashion,28/2/2024,1809
Shopping,Fashion,29/2/2024,5624
Shopping,Fashion,1/3/2024,5175
Shopping,Fashion,2/3/2024,7391
Shopping,Fashion,3/3/2024,10798
Shopping,Fashion,4/3/2024,3742
Shopping,Fashion,5/3/2024,1269
Shopping,Fashion,6/3/2024,5910
Shopping,Fashion,7/3/2024,1728
Shopping,Fashion,8/3/2024,1291
Shopping,Fashion,9/3/2024,10612
Shopping,Fashion,10/3/2024,8888
Shopping,Fashion,11/3/2024,947
Shopping,Fashion,12/3/2024,5490
Shopping,Fashion,13/3/2024,6309
Shopping,Fashion,14/3/2024,9459
Shopping,Fashion,15/3/2024,7144
Shopping,Fashion,16/3/2024,2504
Shopping,Fashion,17/3/2024,2240
Shopping,Fashion,18/3/2024,5230
Shopping,Fashion,19/3/2024,2312
Shopping,Fashion,20/3/2024,6387
Shopping,Fashion,21/3/2024,103
Shopping,Fashion,22/3/2024,6315
Shopping,Fashion,23/3/2024,236
Shopping,Fashion,24/3/2024,14136
Shopping,Fashion,25/3/2024,51
Shopping,Fashion,26/3/2024,8770
Shopping,Fashion,27/3/2024,977
Shopping,Fashion,28/3/2024,3438
Shopping,Fashion,29/3/2024,4663
Shopping,Fashion,30/3/2024,7468
Shopping,Local Products,1/1/2024,5282
Shopping,Local Products,2/1/2024,2607
Shopping,Local Products,3/1/2024,873
Shopping,Local Products,4/1/2024,9207
Shopping,Local Products,5/1/2024,9664
Shopping,Local Products,6/1/2024,4577
Shopping,Local Products,7/1/2024,13924
Shopping,Local Products,8/1/2024,6998
Shopping,Local Products,9/1/2024,8385
Shopping,Local Products,10/1/2024,8515
Shopping,Local Products,11/1/2024,1074
Shopping,Local Products,12/1/2024,7860
